date,vicage,vicsex,vicethnic,susno,susage,sussex,weapon,Status,latitude,longitude,ladnm
6/26/2017,29,M,White or White British,1,24,M,Knife,Solved,51.51215,0.03729,West Ham
6/26/2017,34,M,White or White British,1,51,M,Knife,Solved,51.52728,0.05822,East Ham
6/29/2017,18,M,Black or Black British,1,20,M,Knife,Unsolved,51.52838,-0.27592,Ealing Central and Acton
7/6/2017,63,F,White or White British,1,20,M,None,Solved,51.41192,-0.15166,Mitcham and Morden
7/10/2017,89,F,White or White British,1,54,M,Knife,Solved,51.56923,0.26482,Hornchurch and Upminster
7/11/2017,28,M,White or White British,4,22,M,Knife,Solved,51.60074,0.21078,Hornchurch and Upminster
7/15/2017,31,M,White or White British,2,25,M,Knife,Solved,51.48096,-0.00792,Greenwich and Woolwich
7/19/2017,20,F,Asian or Asian British,1,33,M,Knife,Solved,51.41121,-0.23954,Wimbledon
7/20/2017,24,F,Black or Black British,1,21,M,Knife,Unsolved,51.64365,-0.03705,Edmonton
7/21/2017,36,F,White or White British,1,34,M,Blunt Object,Solved,51.38048,-0.08922,Croydon North
8/2/2017,16,M,Black or Black British,,,,Knife,Awaiting Outcome,51.53164,0.09168,East Ham
8/2/2017,49,M,White or White British,1,21,M,None,Solved,51.51564,-0.14696,Cities of London and Westminster
8/5/2017,18,M,Asian or Asian British,1,23,M,Vehicle,Solved,51.64854,-0.07984,Enfield North
8/8/2017,15,M,Black or Black British,4,18,M,Knife,Solved,51.41145,-0.10922,Croydon North
8/8/2017,19,M,Black or Black British,8,21,M,Knife,Solved,51.48547,-0.07011,Bermondsey and Old Southwark
8/11/2017,33,F,White or White British,1,27,M,Knife,Solved,51.57294,-0.1971,Finchley and Golders Green
8/11/2017,66,F,White or White British,1,27,M,Knife,Solved,51.57294,-0.1971,Finchley and Golders Green
8/14/2017,49,M,White or White British,1,38,M,Knife,Solved,51.45667,0.05086,Eltham
8/18/2017,30,M,Black or Black British,2,45,M,Knife,Solved,51.46227,-0.11237,Dulwich and West Norwood
8/20/2017,29,M,White or White British,1,39,M,Knife,Solved,51.546,0.04037,East Ham
8/23/2017,54,M,Any Other Ethnic Appearance,,,,Gun,Unsolved,51.62825,-0.05091,Edmonton
8/25/2017,27,M,Black or Black British,3,19,M,Knife,Solved,51.54489,-0.08745,Islington South and Finsbury
8/25/2017,19,M,Black or Black British,,,,Gun,Unsolved,51.54623,0.0042,West Ham
8/27/2017,18,M,Black or Black British,2,36,M,Knife,Awaiting Outcome,51.671099,-0.040283,Enfield North
9/4/2017,20,M,Black or Black British,1,17,M,Knife,Awaiting Outcome,51.5318,-0.13998,Holborn and St Pancras
9/4/2017,29,M,Black or Black British,3,18,M,Knife,Unsolved,51.46025,-0.35352,Brentford and Isleworth
9/5/2017,14,M,Black or Black British,,,,Gun,Unsolved,51.5511,0.02401,West Ham
9/20/2017,21,F,White or White British,2,40,M,Arson,Solved,51.44553,-0.20592,Putney
9/24/2017,30,M,Black or Black British,5,23,M,Knife,Awaiting Outcome,51.43245,-0.10202,Dulwich and West Norwood
9/30/2017,21,M,Black or Black British,2,22,M,Knife,Solved,51.52185,-0.03049,Poplar and Limehouse
10/2/2017,51,M,White or White British,1,47,M,None,Solved,51.52881,0.18349,Dagenham and Rainham
10/6/2017,18,M,Black or Black British,2,14,M,Knife,Solved,51.56145,-0.24568,Brent Central
10/13/2017,31,M,White or White British,1,26,M,None,Solved,51.47386,-0.36584,Feltham and Heston
10/15/2017,20,M,Any Other Ethnic Appearance,3,16,M,Knife,Unsolved,51.53948,0.01799,West Ham
10/16/2017,20,M,Black or Black British,2,18,M,Knife,Solved,51.47528,-0.20115,Chelsea and Fulham
10/16/2017,28,M,Asian or Asian British,2,18,M,Knife,Awaiting Outcome,51.52111,-0.17742,Westminster North
10/17/2017,31,M,Asian or Asian British,2,23,M,None,Awaiting Outcome,51.53738,0.02767,West Ham
10/29/2017,17,M,Black or Black British,2,18,M,Knife,Awaiting Outcome,51.37605,-0.10146,Croydon North
10/30/2017,55,M,White or White British,1,48,M,Knife,Awaiting Outcome,51.49319,-0.20124,Kensington
11/2/2017,17,M,Black or Black British,5,18,M,Knife,Awaiting Outcome,51.40882,-0.06454,Lewisham West and Penge
11/4/2017,7,F,Asian or Asian British,1,55,M,Ligature,Solved,51.40289,-0.23152,Wimbledon
11/8/2017,21,M,Black or Black British,1,21,M,Knife,Awaiting Outcome,51.49895,0.06086,East Ham
11/11/2017,26,M,Black or Black British,1,21,M,Gun,Solved,51.52202,-0.37473,"Ealing, Southall"
11/12/2017,36,M,White or White British,3,27,M,Blunt Object,Awaiting Outcome,51.5603,0.0849,Ilford South
11/14/2017,20,M,Any Other Ethnic Appearance,,,,Knife,Awaiting Outcome,51.55743,-0.06379,Hackney North and Stoke Newington
11/16/2017,55,F,White or White British,,,,Knife,Awaiting Outcome,51.59096,-0.1411,Hornsey and Wood Green
11/19/2017,29,M,White or White British,1,32,M,None,Solved,51.49736,-0.0114,Bethnal Green and Bow
11/20/2017,18,M,Black or Black British,5,20,M,Knife,Awaiting Outcome,51.5962,-0.03217,Walthamstow
11/21/2017,18,M,White or White British,3,17,M,Knife,Awaiting Outcome,51.55225,-0.35451,Ealing North
11/23/2017,32,M,White or White British,,,,None,Unsolved,51.462265,-0.164713,Battersea
11/29/2017,40,M,Any Other Ethnic Appearance,1,17,M,Blunt Object,Solved,51.57054,-0.09611,Hackney North and Stoke Newington
12/1/2017,60,M,Black or Black British,1,61,M,Knife,Solved,51.45197,-0.05569,Camberwell and Peckham
12/4/2017,41,F,Black or Black British,,,,Strangulation,Unsolved,51.476,-0.02423,"Lewisham, Deptford"
12/4/2017,69,M,Black or Black British,,,,Strangulation,Unsolved,51.476,-0.02423,"Lewisham, Deptford"
12/7/2017,24,M,Black or Black British,,,,Knife,Unsolved,51.54319,-0.03842,Hackney South and Shoreditch
12/10/2017,23,M,White or White British,1,23,M,Knife,Solved,51.54004,-0.31537,Ealing North
12/16/2017,21,M,Black or Black British,1,21,M,Knife,Solved,51.62518,-0.04641,Edmonton
12/20/2017,51,M,White or White British,2,21,M,None,Awaiting Outcome,51.507211,-0.128381,Cities of London and Westminster
12/22/2017,36,M,Asian or Asian British,1,35,M,Knife,Solved,51.46461,-0.36894,Brentford and Isleworth
12/24/2017,22,F,White or White British,1,31,M,Knife,Solved,51.57456,-0.10287,Tottenham
12/31/2017,18,M,Black or Black British,1,21,M,Knife,Awaiting Outcome,51.67577,-0.04105,Enfield North
12/31/2017,17,M,Black or Black British,1,16,M,Knife,Awaiting Outcome,51.44002,-0.10572,Dulwich and West Norwood
12/31/2017,20,M,Black or Black British,,,,Knife,Unsolved,51.52779,0.00683,West Ham
1/1/2018,20,M,Black or Black British,3,19,M,Knife,Awaiting Outcome,51.52553,-0.09199,Islington South and Finsbury
1/3/2018,44,F,White or White British,1,45,M,Knife,Solved,51.56797,0.09566,Ilford South
1/8/2018,49,M,Asian or Asian British,1,16,M,None,Solved,51.61476,-0.24693,Hendon
1/8/2018,34,M,Black or Black British,3,17,M,Knife,Awaiting Outcome,51.55456,-0.08294,Hackney North and Stoke Newington
1/10/2018,18,M,Black or Black British,1,18,M,None,Awaiting Outcome,51.41848,0.06419,Bromley and Chislehurst
1/11/2018,25,M,Black or Black British,3,24,M,Knife,Solved,51.51051,-0.24625,Hammersmith
1/28/2018,26,M,Black or Black British,,,,Knife,Unsolved,51.56562,-0.0668,Hackney North and Stoke Newington
1/31/2018,25,M,Black or Black British,3,21,M,Knife,Awaiting Outcome,51.51696,-0.24034,Hammersmith
2/1/2018,49,M,Asian or Asian British,1,30,M,None,Solved,51.56369,0.09711,Ilford South
2/2/2018,1,F,,2,21,F,None,Awaiting Outcome,51.59303,-0.0699,Tottenham
2/3/2018,19,M,Any Other Ethnic Appearance,2,19,M,Knife,Awaiting Outcome,51.53378,0.0752,East Ham
2/3/2018,22,M,Black or Black British,1,20,M,Knife,Solved,51.59754,-0.06648,Tottenham
2/4/2018,3,M,White or White British,1,23,F,Blunt Object,Awaiting Outcome,51.389092,-0.075626,Croydon Central
2/4/2018,39,M,,1,27,M,Knife,Awaiting Outcome,51.46829,-0.06703,Camberwell and Peckham
2/9/2018,55,F,White or White British,2,43,F,Knife,Awaiting Outcome,51.54417,-0.16594,Hampstead and Kilburn
2/11/2018,19,M,Asian or Asian British,1,23,M,Knife,Awaiting Outcome,51.42588,-0.12691,Streatham
2/12/2018,41,M,Any Other Ethnic Appearance,,,,Gun,Unsolved,51.65178,-0.16148,Chipping Barnet
2/13/2018,54,F,,1,58,M,None,Awaiting Outcome,51.551,0.08613,Ilford South
2/14/2018,17,M,Black or Black British,2,17,,Knife,Awaiting Outcome,51.51276,0.022,West Ham
2/15/2018,48,M,,1,38,F,None,Awaiting Outcome,51.62725,-0.00412,Chingford and Woodford Green
2/18/2018,19,M,Black or Black British,3,16,M,Knife,Solved,51.49473,-0.19768,Kensington
2/19/2018,26,M,Black or Black British,1,39,M,Knife,Awaiting Outcome,51.50854,-0.35128,"Ealing, Southall"
2/20/2018,20,M,Black or Black British,4,18,M,Knife,Awaiting Outcome,51.54719,-0.15176,Holborn and St Pancras
2/20/2018,17,M,Black or Black British,4,18,M,Knife,Awaiting Outcome,51.54786,-0.13515,Holborn and St Pancras
2/20/2018,24,M,,1,23,M,Gun,Awaiting Outcome,51.49754,-0.13234,Cities of London and Westminster
2/24/2018,65,M,,1,19,F,Other,Solved,51.51384,-0.180512,Westminster North
2/25/2018,30,M,White or White British,3,20,M,Blunt Object,Solved,51.47719,-0.01527,Greenwich and Woolwich
3/1/2018,42,M,,1,32,M,Knife,Solved,51.50003,-0.22461,Hammersmith
3/5/2018,20,M,Black or Black British,3,19,M,Knife,Solved,51.39543,-0.06386,Croydon Central
3/5/2018,47,F,,1,57,M,Knife,Solved,51.43567,-0.34914,Twickenham
3/8/2018,19,M,Black or Black British,2,21,M,Gun,Awaiting Outcome,51.59866,-0.11087,Hornsey and Wood Green
3/10/2018,44,M,,1,37,M,Knife,Solved,51.4842,-0.09659,Bermondsey and Old Southwark
3/12/2018,68,M,White or White British,,,,None,Unsolved,51.40933,-0.26718,Richmond Park
3/14/2018,18,M,Black or Black British,4,17,M,Knife,Awaiting Outcome,51.58388,0.13079,Dagenham and Rainham
3/14/2018,20,M,White or White British,1,15,M,Gun,Awaiting Outcome,51.58672,-0.03742,Walthamstow
3/17/2018,23,M,White or White British,4,,M,Knife,Unsolved,51.6451,-0.03923,Edmonton
3/18/2018,36,M,Black or Black British,2,24,M,Knife,Solved,51.47589,-0.39973,Feltham and Heston
3/19/2018,48,M,Asian or Asian British,2,23,M,Knife,Solved,51.50077,-0.39687,"Ealing, Southall"
3/19/2018,41,M,Black or Black British,1,17,M,Knife,Awaiting Outcome,51.58614,-0.00531,Walthamstow
3/20/2018,21,M,White or White British,2,22,M,Knife,Solved,51.54081,0.00125,West Ham
3/22/2018,42,M,Black or Black British,1,28,M,Knife,Solved,51.5501,-0.02904,Hackney South and Shoreditch
3/24/2018,36,M,Black or Black British,2,32,M,None,Solved,51.4746,-0.03075,"Lewisham, Deptford"
3/25/2018,26,M,Black or Black British,,,,Gun,Unsolved,51.55084,-0.06643,Hackney South and Shoreditch
3/26/2018,50,M,,1,44,M,Knife,Awaiting Outcome,51.42639,-0.16963,Tooting
3/27/2018,59,M,White or White British,3,48,M,None,Awaiting Outcome,51.52795,0.11874,Dagenham and Rainham
3/29/2018,23,M,Black or Black British,,,,Knife,Awaiting Outcome,51.49436,0.09583,Erith and Thamesmead
3/30/2018,36,F,Black or Black British,1,38,M,Knife,Solved,51.58837,-0.08554,Tottenham
4/1/2018,20,M,White or White British,1,24,M,Knife,Awaiting Outcome,51.44361,-0.17636,Tooting
4/2/2018,17,F,Black or Black British,1,30,M,Gun,Awaiting Outcome,51.60062,-0.05793,Tottenham
4/3/2018,80,F,White or White British,1,29,M,None,Solved,51.548,-0.13026,Holborn and St Pancras
4/3/2018,16,M,Asian or Asian British,2,18,M,Gun,Awaiting Outcome,51.57486,-0.02937,Walthamstow
4/4/2018,18,M,Black or Black British,2,17,M,Knife,Solved,51.54769,-0.04932,Hackney South and Shoreditch
4/4/2018,53,M,Black or Black British,1,26,M,None,Awaiting Outcome,51.56347,-0.05861,Hackney North and Stoke Newington
4/4/2018,38,M,White or White British,1,78,M,Knife,Solved,51.44129,0.00723,Lewisham East
4/12/2018,35,M,White or White British,1,25,F,Knife,Awaiting Outcome,51.49402,-0.00803,Bethnal Green and Bow
4/15/2018,26,M,,1,34,F,Knife,Solved,51.59191,-0.25547,Hendon
4/15/2018,18,F,,1,32,M,None,Awaiting Outcome,51.499608,0.118693,Erith and Thamesmead
4/15/2018,38,F,Asian or Asian British,1,21,M,Knife,Awaiting Outcome,51.4587,-0.12126,Streatham
4/16/2018,18,M,Asian or Asian British,,,,Knife,Awaiting Outcome,51.55283,0.02795,West Ham
4/17/2018,47,M,White or White British,2,24,M,None,Awaiting Outcome,51.52102,-0.10836,Holborn and St Pancras
4/20/2018,32,M,White or White British,1,31,M,None,Awaiting Outcome,51.39335,-0.20683,Wimbledon
4/21/2018,20,M,Black or Black British,1,27,M,Knife,Awaiting Outcome,51.56242,-0.11144,Islington North
5/1/2018,38,M,Black or Black British,,,,Gun,Awaiting Outcome,51.59448,-0.28562,Harrow East
5/5/2018,17,M,Black or Black British,,,,Gun,Awaiting Outcome,51.47871,-0.10325,Bermondsey and Old Southwark
5/13/2018,71,F,,1,51,M,Ligature,Solved,51.51015,-0.4072,Hayes and Harlington
5/15/2018,85,F,White or White British,1,65,M,None,Awaiting Outcome,51.59043,0.17453,Romford
5/17/2018,23,M,Black or Black British,1,22,M,Knife,Awaiting Outcome,51.54175,0.07042,East Ham
5/18/2018,20,M,Black or Black British,1,16,M,Knife,Awaiting Outcome,51.55725,-0.38566,Uxbridge and South Ruislip
5/20/2018,31,F,White or White British,1,35,M,None,Awaiting Outcome,51.39145,0.03633,Bromley and Chislehurst
5/20/2018,28,M,Asian or Asian British,1,44,M,Knife,Awaiting Outcome,51.40574,-0.16184,Mitcham and Morden
5/21/2018,30,M,Black or Black British,1,21,M,Knife,Awaiting Outcome,51.53479,-0.10437,Islington South and Finsbury
5/21/2018,46,M,White or White British,1,52,M,Knife,Solved,51.47735,-0.11,Vauxhall
5/25/2018,61,F,,1,95,M,None,Awaiting Outcome,51.54966,-0.11253,Islington North
5/26/2018,22,F,White or White British,2,38,M,None,Awaiting Outcome,51.51991,-0.09018,Cities of London and Westminster
5/30/2018,41,M,,1,14,M,Knife,Awaiting Outcome,51.4869,-0.18387,Chelsea and Fulham
6/1/2018,28,F,White or White British,1,43,M,Knife,Awaiting Outcome,51.56106,-0.25401,Brent Central
6/9/2018,35,M,White or White British,4,23,M,Knife,Awaiting Outcome,51.58895,-0.1093,Hornsey and Wood Green
6/12/2018,50,M,White or White British,1,52,M,None,Awaiting Outcome,51.54842,0.12106,Dagenham and Rainham
6/14/2018,52,M,White or White British,1,20,M,None,Awaiting Outcome,51.47678,-0.12019,Vauxhall
6/18/2018,23,M,Black or Black British,,,,Knife,Awaiting Outcome,51.49393,-0.06825,Bermondsey and Old Southwark
6/23/2018,56,F,Asian or Asian British,1,50,M,Knife,Awaiting Outcome,51.49069,0.00917,Greenwich and Woolwich
6/23/2018,15,M,Black or Black British,2,16,M,Knife,Awaiting Outcome,51.59933,0.16404,Romford
6/27/2018,20,M,Any Other Ethnic Appearance,3,18,M,Knife,Awaiting Outcome,51.61415,-0.05399,Edmonton
7/1/2018,72,F,,1,70,M,None,Awaiting Outcome,51.48341,0.06877,Greenwich and Woolwich
7/7/2018,57,M,White or White British,1,60,M,None,Awaiting Outcome,51.556879,0.006391,Leyton and Wanstead
7/12/2018,17,F,Any Other Ethnic Appearance,1,21,M,Knife,Awaiting Outcome,51.47859,-0.09138,Camberwell and Peckham
7/24/2018,69,F,White or White British,1,73,M,Knife,Awaiting Outcome,51.45822,-0.09372,Dulwich and West Norwood
7/26/2018,18,M,Black or Black British,1,17,M,Knife,Awaiting Outcome,51.47317,-0.09995,Vauxhall
8/1/2018,23,M,Black or Black British,4,18,M,Knife,Awaiting Outcome,51.47871,-0.10325,Bermondsey and Old Southwark
8/2/2018,50,F,White or White British,1,50,M,Other,Awaiting Outcome,51.5581,0.17965,Dagenham and Rainham
8/5/2018,22,M,Asian or Asian British,2,19,M,Knife,Awaiting Outcome,51.40958,-0.28692,Kingston and Surbiton
8/7/2018,7,M,Black or Black British,2,21,M,Other,Awaiting Outcome,51.47839,-0.02986,"Lewisham, Deptford"
8/15/2018,31,F,Black or Black British,1,40,M,Knife,Awaiting Outcome,51.46794,-0.15811,Battersea
8/17/2018,52,M,White or White British,1,25,M,Poison,Awaiting Outcome,51.361473,-0.30608,Kingston and Surbiton
8/17/2018,63,M,Black or Black British,1,67,M,Knife,Awaiting Outcome,51.48906,-0.08037,Bermondsey and Old Southwark
8/17/2018,42,M,,1,16,M,Knife,Awaiting Outcome,51.62035,-0.00806,Chingford and Woodford Green
8/18/2018,66,M,Black or Black British,1,29,F,Knife,Awaiting Outcome,51.4465,-0.01828,Lewisham East
8/21/2018,43,F,,1,42,M,Other,Awaiting Outcome,51.56204,-0.1141,Islington North
8/24/2018,73,F,White or White British,1,54,M,None,Awaiting Outcome,51.43615,-0.33591,Twickenham
8/25/2018,22,M,Black or Black British,1,27,M,Knife,Awaiting Outcome,51.48148,-0.02565,Greenwich and Woolwich
8/31/2018,68,F,,1,36,M,None,Awaiting Outcome,51.3982,0.06242,Bromley and Chislehurst
9/3/2018,22,M,Any Other Ethnic Appearance,,,,Gun,Awaiting Outcome,51.6053,-0.07869,Tottenham
9/6/2018,46,F,Black or Black British,4,21,M,Arson,Awaiting Outcome,51.47407,0.04526,Eltham
9/19/2018,25,M,Black or Black British,1,24,M,Knife,Awaiting Outcome,51.54966,-0.12984,Islington North
9/21/2018,76,M,Asian or Asian British,1,73,F,None,Awaiting Outcome,51.53988,0.06121,East Ham
9/22/2018,20,M,Black or Black British,3,,,Knife,Awaiting Outcome,51.57118,-0.07604,Hackney North and Stoke Newington
9/22/2018,19,M,Black or Black British,2,18,M,Gun,Awaiting Outcome,51.58599,-0.00541,Walthamstow
9/27/2018,32,F,White or White British,1,26,M,Blunt Object,Awaiting Outcome,51.52436,-0.4197,Hayes and Harlington
10/11/2018,22,M,Black or Black British,1,27,M,Gun,Awaiting Outcome,51.51978,-0.41463,Hayes and Harlington
10/12/2018,23,M,Black or Black British,,,,Knife,Awaiting Outcome,51.60946,0.11265,Ilford North
10/17/2018,46,M,Black or Black British,2,45,M,None,Awaiting Outcome,51.47405,-0.15243,Battersea
10/22/2018,18,M,Black or Black British,,,,Gun,Awaiting Outcome,51.48744,0.007,Greenwich and Woolwich
10/22/2018,25,F,Asian or Asian British,1,32,M,None,Awaiting Outcome,51.53255,-0.03765,Bethnal Green and Bow
10/25/2018,49,M,Black or Black British,,,,None,Awaiting Outcome,51.55648,-0.14555,Holborn and St Pancras
10/26/2018,47,M,White or White British,1,43,F,Knife,Awaiting Outcome,51.59238,-0.23386,Hendon
10/31/2018,38,M,White or White British,1,,M,Knife,Awaiting Outcome,51.49425,-0.05747,Bermondsey and Old Southwark
11/1/2018,15,M,Black or Black British,,,,Knife,Awaiting Outcome,51.43271,-0.02023,Lewisham West and Penge
11/2/2018,17,M,Black or Black British,,,,Knife,Awaiting Outcome,51.45276,-0.14771,Battersea
11/4/2018,22,M,Black or Black British,3,19,M,Knife,Awaiting Outcome,51.406126,-0.061539,Lewisham West and Penge
11/5/2018,16,M,Black or Black British,4,,,Knife,Awaiting Outcome,51.449083,-0.113258,Streatham
11/12/2018,35,F,Asian or Asian British,1,50,M,Other,Awaiting Outcome,51.582829,0.104606,Ilford North
11/12/2018,62,F,Asian or Asian British,1,66,M,None,Awaiting Outcome,51.444208,-0.161882,Tooting
11/16/2018,75,F,White or White British,1,55,M,Knife,Awaiting Outcome,51.481991,-0.063869,Camberwell and Peckham
11/17/2018,89,F,,1,37,F,None,Awaiting Outcome,51.52428,-0.2840304,Ealing Central and Acton
11/17/2018,58,M,White or White British,2,37,M,Blunt Object,Awaiting Outcome,51.422851,-0.328292,Twickenham
11/24/2018,26,M,Black or Black British,2,,M,Knife,Awaiting Outcome,51.528457,-0.076517,Hackney South and Shoreditch
12/5/2018,77,F,White or White British,3,,M,None,Awaiting Outcome,51.650489,-0.211603,Chipping Barnet
12/8/2018,18,M,White or White British,1,17,M,Knife,Awaiting Outcome,51.475641,-0.011144,Greenwich and Woolwich
12/11/2018,18,M,White or White British,1,25,M,Knife,Awaiting Outcome,51.448626,0.026727,Eltham
12/18/2018,20,M,Black or Black British,3,20,M,Gun,Awaiting Outcome,51.632943,-0.050988,Edmonton
12/22/2018,25,M,Black or Black British,2,15,M,Knife,Awaiting Outcome,51.592631,-0.069436,Tottenham
